Topic,Word,Frequency
1430,yellow,1
1431,fever,1
1432,vaccination,1
1433,certificate,1
1434,taken,2
1435,2008,2
1436,expired,1
1437,nobody,3
1438,still,1
1439,heard,2
1440,lifetime,1
1441,validity,1
1442,finally,1
1443,rechecks,1
1444,agreed,1
1445,convinced,1
1446,crosses,1
1447,250,1
1448,million,1
1449,passenger,1
1450,mark,1
1451,june,1
1452,following,1
1453,since,1
1454,last,1
1455,8,1
1456,months,1
1457,anyone,2
1458,allowed,1
1459,emirates,2
1460,21st,1
1461,dec,1
1462,2021,1
1463,coz,1
1464,clearing,1
1465,procedure,1
1466,refund,1
1467,redundant,1
1468,job,2
1469,guy,1
1470,stamp,1
1471,turnstiles,1
1472,vivek,1
1473,venugopal,1
1474,helping,1
1475,morning,1
1476,counters,2
1477,crowded,1
1478,assistance,1
1479,really,1
1480,appreciate,1
1481,readiness,1
1482,looking,1
1483,like,5
1484,fish,1
1485,market,1
1486,via,1
1487,dozens,1
1488,times,1
1489,huge,1
1490,almost,1
1491,changed,1
1492,nammabengaluroo,1
1493,within,1
1494,15,1
1495,blrairport,1
1496,kiranshaw,2
1497,meaindia,1
1498,drsjaishankar,1
1499,part,1
1500,excellent,1
1501,normal,1
1502,covid,1
1503,test,1
1504,smooth,1
1505,quick,1
1506,also,1
1507,singling,1
1508,management,1
1509,complaining,1
1510,whoever,1
1511,may,1
1512,involved,1
1513,mismanaged,1
1514,complacent,1
1515,way,1
1516,flights,1
1517,capacity,1
1518,please,2
1519,look,2
1520,every,1
1521,make,1
1522,stand,1
1523,queue,1
1524,2hrs,1
1525,talk,1
1526,country,2
1527,ask,1
1528,unrelated,1
1529,questions,2
1530,middle,1
1531,east,1
1532,70,1
1533,working,1
1534,something,3
1535,jam,1
1536,packed,1
1537,kiosks,1
1538,open,1
1539,peak,1
1540,need,1
1541,improve,1
1542,immediately,1
1543,40,1
1544,stopped,2
1545,cbi,3
1546,circular,1
1547,tweeted,1
1548,thursday,1
1549,answering,3
1550,calls,2
1551,patel,1
1552,wednesday,1
1553,authorities,2
1554,prevented,1
1555,leaving,1
1556,despite,1
1557,judicial,1
1558,order,1
1559,permitting,1
1560,outside,1
1561,india,1
1562,speaking,1
1563,engagements,1
1564,tried,1
1565,intimidate,1
1566,fossie,1
1567,stupid,1
1568,pajeety,1
1569,creamy,1
1570,wher,1
1571,yar,1
1572,yoor,1
1573,furam,1
1574,pajeets,2
1575,knew,1
1576,holds,1
1577,weight,1
1578,asks,1
1579,word,1
1580,enginner,1
1581,felt,1
1582,disappointed,1
1583,ready,1
1584,without,1
1585,approval,1
1586,main,1
1587,problem,1
1588,people,1
1589,hariprasadholla,1
1590,btw,1
1591,ps,1
1592,asked,3
1593,replied,1
1594,cisf,1
1595,absolutely,1
1596,ocassions,1
1597,asking,1
1598,replying,1
1599,hindi,1
1600,protocol,1
1601,takes,1
1602,corona,1
1603,whereabouts,1
1604,form,4
1605,unless,1
1606,avoided,1
1607,massive,1
1608,collusion,1
1609,hear,1
1610,escaped,1
1611,sakshijoshii,1
1612,friend,1
1613,mine,1
1614,landed,1
1615,munich,1
1616,3rd,1
1617,march,1
1618,screening,1
1619,walked,1
1620,usual,1
1621,ohh,1
1622,right,1
1623,infront,1
1624,Today,1
1625,Bengaluru,1
1626,Airport,1
1627,section,1
1628,purpose,1
1629,gave,1
1630,reference.,1
1631,hello,1
1632,left,1
1633,bag,1
1634,express,1
1635,coach,1
1636,26th,1
1637,July.,1
1638,fill,1
1639,online.,1
1640,able,1
1641,contact,1
1642,teams,1
1643,well.,1
1644,Bangalore,2
1645,piece,1
1646,hand,1
1647,cop,1
1648,gate,1
1649,mumbai,1
1650,stupidest,1
1651,thing,1
1652,world.,1
1653,experience,1
1654,stellar,1
1655,truly,1
1656,contactless.,1
1657,Print,1
1658,boarding,1
1659,.,1
1660,US,1
1661,SFO,1
1662,complete,1
1663,contrast.,1
1664,sir,2
1665,nothing,1
1666,beats,1
1667,efficiency,1
1668,bangalore,45
1669,airport,49
1670,landing,1
1671,immigration,51
1672,exit,2
1673,45,2
1674,minutes,4
1675,process,3
1676,far,1
1677,better,2
1678,compare,1
1679,many,4
1680,european,1
1681,countries,1
1682,kudos,1
1683,team,1
1684,behind,1
1685,recently,3
1686,interesting,1
1687,conversation,1
1688,check,6
1689,officer,9
1690,knowing,3
1691,traveling,1
1692,said,2
1693,lucky,1
1694,learn,1
1695,science,1
1696,everyday,1
1697,day,3
1698,cnr,1
1699,rao,1
1700,arrival,1
1701,lounge,1
1702,amazingly,1
1703,good,2
1704,amp,2
1705,efficient,2
1706,smiling,1
1707,customs,1
1708,agents,1
1709,easy,1
1710,happy,1
1711,feeling,1
1712,come,1
1713,home,1
1714,3,2
1715,let,2
1716,board,1
1717,flight,3
1718,5th,1
1719,aug,1
1720,night,2
1721,plz,1
1722,help,2
1723,answer,1
1724,thank,2
1725,7pm,1
1726,65,1
1727,booths,1
1728,empty,1
1729,vishwaguru,1
1730,prime,1
1731,minister,1
1732,narendra,1
1733,modi,1
1734,speak,1
1735,kannada,6
1736,dancer,2
1737,salman,3
1738,yusuf,1
1739,khan,3
1740,reveals,1
