Topic,Word,Frequency
1200,BLR,4
1201,wide,1
1202,selection,1
1203,fresh,2
1204,fruit,2
1205,juices.,1
1206,Staying,2
1207,healthy,2
1208,traveling.,1
1209,Tried,2
1210,local,3
1211,mango,1
1212,lassi.,1
1213,refreshing.,1
1214,miss,1
1215,chaat,1
1216,stall,1
1217,Airport.,3
1218,flavor,1
1219,explosion,1
1220,every,1
1221,bite.,1
1222,Stumbled,1
1223,upon,1
1224,bakery,3
1225,pastries,1
1226,heavenly,1
1227,Waiting,1
1228,connecting,1
1229,plate,1
1230,crispy,1
1231,pakoras.,1
1232,munchies,1
1233,best.,1
1234,can't,1
1235,resist,1
1236,aroma,1
1237,freshly,1
1238,baked,1
1239,bread,1
1240,bakery.,1
1241,"Baguette,",1
1242,anyone.,1
1243,mini,1
1244,festival.,1
1245,options.,2
1246,"Airport,",1
1247,must,1
1248,vada,1
1249,pav.,1
1250,favorite!,1
1251,Grabbing,3
1252,pizza,1
1253,slice,1
1254,go.,1
1255,airport's,4
1256,pizzeria,1
1257,makes,1
1258,amazing,1
1259,thin-crust,1
1260,pizzas.,1
1261,Garden,1
1262,"City,",1
1263,locals,1
1264,do.,1
1265,Savored,1
1266,coconut,1
1267,courts,1
1268,come,1
1269,long,1
1270,way.,1
1271,Airport's,1
1272,TRUE,1
1273,culinary,1
1274,adventure.,1
1275,Found,1
1276,cute,1
1277,little,1
1278,picked,1
1279,macarons,1
1280,journey.,1
1281,quick,1
1282,bite,1
1283,truck.,1
1284,kebabs,1
1285,mouthwatering.,1
1286,Indian,1
1287,best.Tried,1
1288,pani,1
1289,puri,1
1290,Stopping,1
1291,muffin.,1
1292,treats,1
1293,perfect,1
1294,mid-flight,1
1295,snack.,1
1296,track,1
1297,salad,1
1298,juice,1
1299,bar.,1
1300,Browsing,1
1301,duty-free,1
1302,shops,1
1303,creamy,1
1304,milkshake,1
1305,hand.,1
1306,Shopping,1
1307,+,1
1308,Shakes,1
1309,=,1
1310,Happiness.,1
1311,tandoori,1
1312,platter.,1
1313,flavors,1
1314,world.,1
1315,smoothie,2
1316,bar,1
1317,came,2
1318,sat,1
1319,near,1
1320,picked,3
1321,remnants,2
1322,pongal,2
1323,consumed,1
1324,mind,2
1325,seeing,2
1326,sparrows,14
1327,long,6
1328,time,6
1329,food,43
1330,court,33
1331,bangalore,32
1332,airport,34
1333,today,2
1334,worldsparrowday,2
1335,let,2
1336,us,2
1337,wish,2
1338,well,3
1339,blrairport,1
1340,outside,2
1341,best,2
1342,hangout,1
1343,place,2
1344,beats,1
1345,mg,1
1346,rd,1
1347,indira,1
1348,nagar,1
1349,fr,1
1350,late,1
1351,night,1
1352,drive,1
1353,fun,1
1354,kidding,1
1355,like,4
1356,downtown,1
1357,mountain,1
