Topic,Word,Frequency
1374,gem.,1
1375,Exploring,1
1376,bookshop.,1
1377,chamomile,1
1378,complements,1
1379,perfectly.,1
1380,always,1
1381,buttermilk,1
1382,refreshing.,1
1383,Late-night,1
1384,craving.,1
1385,24-Jul,1
1386,shop,1
1387,savior.,1
1388,Sunday,1
1389,view.,1
1390,great,1
1391,bangalore,55
1392,airport,53
1393,ninchi,1
1394,baitaki,1
1395,raagane,1
1396,micro,1
1397,goa,2
1398,feels,1
1399,cafes,6
1400,resto,1
1401,bars,1
1402,brewery,2
1403,early,1
1404,morning,2
1405,flight,2
1406,catch,1
1407,one,6
1408,shud,1
1409,go,2
1410,late,1
1411,night,2
1412,try,2
1413,open,1
1414,soul,1
1415,mate,1
1416,breeze,1
1417,awesome,1
1418,check,5
1419,mitti,1
1420,cafe,44
1421,around,1
1422,purpose,1
1423,driven,1
1424,initiative,1
1425,enabling,1
1426,differently,1
1427,abled,1
1428,socent,1
1429,.,1
1430,anyone,2
1431,want,2
1432,hang,1
1433,bar,1
1434,outside,3
1435,feel,1
1436,really,1
1437,tempted,1
1438,never,2
1439,time,3
1440,energy,1
1441,til,1
1442,karnataka,3
1443,style,1
1444,restaurant,2
1445,t3,1
1446,food,2
1447,court,1
1448,delhi,1
1449,high,1
1450,veena,1
1451,stores,2
1452,banagalore,1
1453,equivalent,1
1454,bubble,2
1455,stranger,1
1456,offered,1
1457,co,1
1458,founder,1
1459,role,1
1460,crypto,2
1461,startup,1
1462,10,1
1463,minute,1
1464,chat,1
1465,startups,1
1466,playing,1
1467,w,1
1468,fire,1
1469,life,1
1470,goes,1
1471,played,1
1472,random,1
1473,street,1
1474,dogratishaa,1
1475,beautiful,2
1476,video,1
1477,made,2
1478,day,10
1479,saw,1
1480,sparrows,4
1481,inside,3
1482,several,1
1483,number,1
1484,got,1
1485,breweries,1
1486,restaurants,2
1487,sweetshops,1
1488,whatever,1
1489,need,3
1490,wish,1
1491,would,1
1492,indian,2
1493,flag,1
1494,tricolour,1
1495,tajbangalore,1
1496,ashwinrb,1
1497,iphonexs,1
1498,iphoneography,1
1499,shotoniphone,1
1500,77,1
1501,east,1
1502,taj,1
1503,good,4
1504,drink,1
1505,beer,3
1506,windmills,2
1507,place,2
1508,minimalism,2
1509,adorable,1
1510,cafeteller,1
1511,cafehopper,1
1512,teampixel,1
1513,cafelife,1
1514,caferacersofinstagram,1
1515,nammabengaluru,1
1516,waiting,2
1517,become,1
1518,interesting,1
1519,adventurous,1
1520,barleys,1
1521,grapes,1
1522,kempegowda,1
1523,international,1
1524,lounge,3
1525,bengaluru,1
1526,noir,4
1527,gives,1
1528,way,4
1529,freshmenu,1
1530,meanwhile,1
1531,maiyya,1
1532,next,2
1533,door,1
1534,continues,1
1535,rock,1
1536,fave,1
1537,hatti,1
1538,kappi,1
1539,subway,1
1540,something,1
1541,plus,1
1542,seating,1
1543,overheard,1
1544,looks,1
1545,like,2
1546,lalit,1
1547,modi,1
1548,happy,1
1549,new,2
1550,year,3
1551,lemon,1
1552,tart,1
1553,pretty,1
1554,damn,1
1555,may,1
1556,tarty,1
1557,buggers,1
1558,player,1
1559,jersey,1
1560,area,1
1561,speaking,1
1562,odia,1
1563,slangs,1
1564,aloud,1
1565,even,2
1566,sports,1
1567,change,1
1568,assholes,1
1569,french,2
1570,sells,2
1571,raja,1
1572,get,2
1573,mumbai,1
1574,idea,1
1575,ghadazien,1
1576,man,1
1577,struggling,1
1578,alu,1
1579,paratha,1
1580,fork,1
1581,knife,1
1582,torture,1
1583,watch,1
1584,ist,1
1585,exchanged,1
1586,words,1
1587,kullhar,1
1588,south,1
1589,also,2
1590,must,1
1591,kinds,1
1592,idli,1
1593,vada,1
1594,masala,2
1595,dosa,1
1596,malgudi,1
1597,janat,1
1598,start,4
1599,greeted,1
1600,followed,1
1601,breakfast,3
1602,brahmins,1
1603,smoke,1
1604,latte,1
1605,smoking,1
1606,zone,1
1607,bliss,1
1608,fresh,2
1609,juices,1
1610,caramel,1
1611,coffee,14
1612,cafenoir,1
1613,best,2
1614,discovered,1
1615,drinking,1
1616,hot,4
1617,without,1
1618,sugar,1
1619,alone,1
1620,sucks,1
1621,pl,2
1622,train,1
1623,staff,1
1624,take,1
1625,orders,1
1626,serve,1
1627,properly,1
1628,hate,2
1629,monopolies,1
1630,casual,1
1631,coming,1
1632,7,1
1633,course,1
1634,snacks,1
1635,gulpanag,1
1636,gud,1
1637,gul,1
1638,enjoy,1
1639,distance,1
1640,india,2
1641,cunningham,1
1642,rd,1
1643,well,1
1644,equipped,1
1645,book,2
1646,library,1
1647,atm,1
1648,shopping,2
1649,lived,1
1650,grown,1
